learning_rate,num_leaves,max_depth,min_data_in_leaf,num_boost_round
0.11658218015241681,39.56645851472193,1.0490612222047113,10.0,619.917731909522
0.08950377727070592,41.61580309092781,0.5023288291076831,10.0,914.5609324912468
0.08648513657043023,10.0,0.6152931719059054,10.0,1000.0
0.08926122755327266,67.65994449709777,0.577065771463821,10.0,848.1543495598261
0.11868741128565287,10.0,0.9006479968539596,10.0,673.0318917923453
0.1063122502756381,91.10156235794759,0.8836021784669177,10.0,861.7874293956619
0.08281414466947662,53.056869811993046,0.6564574960203556,10.0,921.8145188801539
0.11748602443744756,10.0,0.9031375780216555,10.0,635.9075481294972
0.08120989209530846,11.81474952960501,0.756322620372524,10.0,1000.0
0.11835956526366423,59.7817443116097,0.7401579099221148,12.008178647531263,578.672719853346
0.10029995710890822,30.16816948561801,0.8228660267036667,10.0,738.4255134338762
0.0861701251888878,126.7449214369602,0.7523656966933054,10.0,1000.0
0.0803990718851527,65.5076835364161,0.8516447071527186,10.0,1000.0
0.1090901469943717,54.554198848765765,0.5285062463276883,10.0,1000.0
0.09861577220231937,53.821336297395554,0.9415966069842682,10.0,695.9341855276175
0.08017930414681959,34.04803977213564,0.5977292305758337,10.0,1000.0
0.09882831901396258,45.88337067786105,0.5603670226811193,10.0,1000.0
0.13730084134792794,36.34885887260464,1.1959592684370455,43.3106944846963,738.0433632109666
0.08491741080314455,73.83182200848546,0.5766804860152512,31.09853982659701,1000.0
0.09243487336508475,10.0,0.7920666454548666,10.0,756.747348422094
0.086729618072611,42.367302024355524,0.7845056091170524,10.0,916.5056035668287
0.08876663258411467,12.214691381277994,0.6221838872192241,10.0,1000.0
0.10379631265821943,50.459127530444405,0.7198039533027838,10.0,764.0555779958543
0.08401156516797628,10.0,0.5299434937853343,10.0,868.4235735373185
0.07701637870583074,10.0,0.8963027152699147,17.929255253235624,1000.0
0.08359498492473194,83.45274592492005,0.6326172415030928,28.58831651718293,1000.0
0.10529744259834617,37.03506712326647,0.9148329983449661,18.286830643522755,1000.0
0.11874590556252089,46.89755248499834,0.7537524666095796,10.0,1000.0
0.08901765298803527,11.81474952960501,0.9777593496049037,10.0,1000.0
0.1321084191264957,43.64720872311529,0.8043751509765059,12.008178647531263,496.65834760984285
0.13368617021353446,29.689548094949142,1.4159306453470193,26.43186262341869,738.0433632109666
0.10556887623526846,21.45403427304003,0.9994067607059344,10.0,622.7330863419008
0.0634822394672583,92.94516609503488,1.0790483994717197,10.0,1000.0
0.06629928060784714,23.088708907702987,0.7292322450258684,10.0,1000.0
0.08122625731712577,50.27002364694707,0.8198573844279403,10.0,811.8683068807593
0.08832736139570098,65.1374874550223,0.6984966803189815,15.442826418447975,1000.0
0.11387188646490656,89.8372445092569,0.7979580849796937,26.878831861277607,578.672719853346
0.1136754479705843,10.0,0.5481224235946573,10.0,695.9341855276175
0.06725721700664687,54.55419884876576,0.6280210432378514,10.0,957.2872437257317
0.063986821564451,67.65919554113313,0.8251809381795212,10.0,974.1792141119786
0.12305328446034973,61.60071712850335,0.7842347186642065,10.0,544.5457361477822
0.08386341501619628,39.34850846349693,0.7680686086421957,59.53115249806062,1000.0
0.06053187435262293,89.89371289956384,0.7717095310574336,10.0,929.4202891500104
0.09588320421826722,150.39305298391156,0.7948723849012479,10.446969237858916,578.672719853346
0.09897738230866863,49.24275402863093,0.9199994921881874,10.0,578.672719853346
0.09624483768633875,10.0,0.8920890834463802,10.0,578.672719853346
0.08590800659424035,10.0,1.0052922902177024,10.0,626.5286700521018
0.08458490136994357,10.0,0.7823708248947062,162.0,1000.0
0.08633926541987884,10.0,0.7616286261742223,200.0,1000.0
0.09089606129400488,10.0,1.2140250410484879,182.53982827927337,557.7216149232794
